comment,source,arrogance_label,category
"আপনার কথা যদি ধরে নেই সবই সত্যি তাহলেও তো আপনি খুবই বড় মিথ্যা তথ্য দিয়েছেন। কারণ তখন তো জনসংখ্যা ছিল ৭.৫ কোটি যার ২৯.৭% হবে ২.২২ কোটি। আর এখন জনসংখ্যা প্রায় ১৮ কোটি। দেশের বিরাট একটা জনগোষ্ঠি দেশের বাইরে কাজ করে। তারা কি গুম? আপনাদের জন্ম নিয়ন্ত্রনের হার অনেক বেশি। আর একটা বিরাট অংশ তো দেশ বিভাগের সময় সেচ্ছায় ভারতে চলে গেছে। সেটা তো আমাদের কোন কিছু করার নাই। আর সেময় যে সেন্সাস হয়েছিল তার কোন সত্যতা নেই। কারণ আমার নানার বাড়ির যে হিন্দু বাড়িটি এখনও একই জায়গায় বহাল কবিতাতেই আছে এবং তাদের সন্তানরা আরো উন্নতি করে দাপটের সাথেই আছে। নান্নু, গুনেন্দ্র, নীরন্জনরা বা তাদের সন্তান রা আজো বহাল তবিয়তে কাজকর্ম, ব্যবসা বানিজ্য কইরা দিনে দিনে এগিয়ে যাচ্ছে। আরো অনেক কথা বলা যার কোন সদ্উত্তর আপনার জানা নেই।",News portal,Arrogant,Mixed / Other Arrogance
সালি মাগি (সানি লিয়ন),YouTube,Non-arrogant,
বাচ্চারা এইসব থেকে দূরে থাকো,News portal,Arrogant,Mixed / Other Arrogance
এসব নাস্তিকদের কোন কিছু যেন যোগাযোগ মাধ্যমে প্রচার না করা হয়।এতে নাস্তিকরা উৎসাহিত হয়।,News portal,Non-arrogant,
আপনার মতো মানুষের সাথে কথা বলতে আমার ঘৃণা জাগে।,AI,Arrogant,Mixed / Other Arrogance
তারুনৈর অহংকার তারেক রহমান জিন্দাবাদ,News portal,Non-arrogant,
"আল্লাহ এই সব নাস্তিকদের হেদায়েত দান করুন,,,,এই নাস্তিকদের দুনিয়া থেকে নিয়া যান,,,,আল্লাহ তুমি ইসলাম কে হেপাযতে রাখো।আল্লাহ মুসলমানদের হেফাযতে রাখো।তাদের হেদায়ত করো।",YouTube,Non-arrogant,
আমি কোথাও নাই বালডা,Facebook,Non-arrogant,
ধন্যবাদ হিরো আলম এভাবে জায়েদ খানকে বলার জন্য। জায়েদ কে কেউ চিনে না।জায়েদকে পছন্দ করিনা একারনেই।,News portal,Non-arrogant,
আহ্ মালের দানা পইরাছে।।।গো✌✌♪,YouTube,Non-arrogant,
আমার অনুমতি ছাড়া কিছুই হয় না।,AI,Arrogant,Dominance & Entitlement
"যারা আপনার প্রোফাইল হ্যাক করেছে, যারা গালি করছে তাদের বিচার আল্লাহর কাছে দিলেন বুবু,?আপনি নাস্তিকবাদি কথা বলবেন আর আপনাকে সবাই চুম্মা দিবে?কপাল ভালো আপনার আপনার ঘরে এখনও জনি সিন্সরে ডুকাই দেয় নাই....",Facebook,Arrogant,Knowledge & Moral Superiority
হিরো আলম ভাই ভালআচেন,YouTube,Non-arrogant,
সু ডর লাগবে,Facebook,Non-arrogant,
"নিরাপদ থাকুন, সচেতন হোন।।",YouTube,Non-arrogant,
তোমার মতো অপদার্থের সাথে কথা বলতে আমার সময় নষ্ট!,AI,Arrogant,Contempt & Condescension
"তুমি তাহলে তাসলিমা নাসরীনের সাথে যোগাযোগ করো,আশা করি ভালো রেসপন্স পাবে,ঔ নাস্তিক টা আছে দিল্লিতে।",Facebook,Non-arrogant,
একটা কথা বলব এই যে মুসলিম ভাইয়া আর আপুরা এভাবে গালি দিচ্ছেন আমাদের ইসলামের কোথায় আছে নাস্তিক দের গালি দিয়ে যেতে হবে???  মুখে দাড়ি বা মাথায় হিজাব নিয়ে গালি সাজেনা। আরে ভাই এরা তো নাস্তিক আগে থেকেই পরিবারের শিক্ষা ই নাহলে এরা কিভাবে মিডিয়ায় আসলো।যদি ইসলাম মানত আর আল্লাহর ভয় থাকত তাহলে তো আর মিডিয়ায় গিয়ে ছোট জামাকাপড় পরে পুরুষ দের সাথে নাচানাচি করত না।  তাও প্লিজ আমরা অন্য বিধর্মী দের হাসার বা মজা নেয়ার সুযোগ না দেই। আর দোয়া করি যাতে মহান আল্লাহ তায়ালা  শুধু সাফা কেই না সব নাস্তিক দের  হেদায়েত দান করুক আর ইসলামের পথে ফিরিয়ে দেক। জীবন  মরন পরকাল নিয়ে ভাবার সময় যাতে হয় এদের কারন জীবন টাকে  ফুরতি করেই এরা শেষ করতে পারে না পরকাল নিয়ে ভাবার সময় কই।,Facebook,Arrogant,Knowledge & Moral Superiority
নুনুবেল,YouTube,Non-arrogant,
এই রাজাকার রেন্ডিয়ার দালালের দেশদ্রোহিতার অপরাধে ফাসি চাই,News portal,Non-arrogant,
এই নাস্তিক সাফার উচিৎ  আল্লাহর কাছে মাফ চেয়ে কালেমা পড়ে মুসলমান হওয়া,Facebook,Non-arrogant,
অন্যান্য সংগঠন শিখুক ।,News portal,Non-arrogant,
কচি আপু,YouTube,Non-arrogant,
তওবা করে কালিমা পড়ে পূর্ণরায় ঈমান আনতে হবে নাইলে তুই নাস্তিক থেকেই যাবি।।,Facebook,Non-arrogant,
"জায়েদ খান কিসের নায়ক,,, বাংলাদেশের কোন লোক তারে চিনে নাকি,, মাগি মারকা শালা",News portal,Arrogant,Contempt & Condescension
ভালোবাসা এমন হাসি দিয়ে মেরে ফেলার বুদ্বি করলে বুঝি ❤️,YouTube,Non-arrogant,
"নব নাস্তিক , একে বয়কট করা হোক",YouTube,Non-arrogant,
তুই ত নাস্তিক পরকাল বিশ্বাস করবি কেনো,YouTube,Non-arrogant,
তোরে ডিলেট করে দিছি মন থেকে তোরে আর চুদবো নাহ মাগি পরকিয়া বিশ্বাস করছ না জা বেশ্যাগিরি কর,YouTube,Non-arrogant,
তুই তো নাস্তিকের বাচ্চা তুই কি বিস্বাস করবি।,News portal,Non-arrogant,
তুই একটা নাস্তিক কুকুুরের বাচ্ছা।।,News portal,Non-arrogant,
অসাধারণ বিনোদন,News portal,Non-arrogant,
আল্লাহ্ এক,Facebook,Non-arrogant,
তুই বিশাস করলেই কি আর নাকরলেই কি তোর কথা শোনে কার বালে,YouTube,Arrogant,Contempt & Condescension
জায়েদ খান কিসের নায়ক। কয়জন তাকে চিনে। না আছে চেহারা না আছে ভাল অভিনয়। জায়েদ খান এর আছে শুধু হিংসা। আমি মনে করি হিরু আলম নাম্বার ওয়ান। জায়েদ খান 0,YouTube,Arrogant,Contempt & Condescension
"আমি যা বলি, সেটাই ঠিক। তোমাদের মতামতের কোনো দাম নেই।",AI,Arrogant,Mixed / Other Arrogance
আল্লাহ দিন কায়েম হবে ইনশাআল্লাহ অতি তাড়াতাড়ি,Facebook,Non-arrogant,
চোক দিয়ে ভয় দিয়োনা ভাবি,Facebook,Non-arrogant,
"যারা গালি দিচ্ছেন তারা কি মুসলিম নাকি নাস্তিক?উনি ভুল করেছেনক্ষমাও চাচ্ছেনআপনারা গালি দিয়ে নিজেকে ইমান্দার প্রমাণ করছেন?মাফ করার মালিক কি আপনারা?নিজের আচার আচরণ আগে ঠিক করেন,,কোনো মুমিন মোসলমান কাউকে এতো অশ্লীল ভাষায় গালি দেয়না,,গালি দিয়ে নিজেকে মুসলমান দাবি করলেই আপনি মুমিন হয়ে যাবেন না!কারো পাপের বোঝা পরকালে কেউ বহন করবেনাআপনি গালি দিয়ে নিজ পাপের বোঝা বাড়াচ্ছেন!মুমিন দাবি করেন মুসলামনের ব্যবহারটুকু জানেননা!সাহা কবির জাহান্নামে গেলে আপনিও যেয়েন!কুকুর কামড় দিলে কুকুরকে কামড় দিয়ে নিজেকে কুকুর সমতুল্য করার কি খুব বেশি দরকার?",Facebook,Arrogant,Knowledge & Moral Superiority
আল্লাহ এই মালাউনদের তুমি হেদায়েত দাও নয়তো যারা ইসলামের পক্ষের শক্তির দুশমনি করে তাদেরকে তুমি ধ্বংস করে দাও,YouTube,Non-arrogant,
"আপনার লেখা পড়ে বোঝার চেষ্টা করলাম কিছু বুজলাম না , পোষ্টটা এলাকার গন্য মান্য ব্যাক্তিদের দেখালাম তারও কোনো বালডা বুজলো না , তারপর এই পোষ্ট টা যুদ্ধের সময় বেচে যাওয়া একটা বুদ্ধিজিবিরে দেখালাম সেও বুজলোনা তারপর খুজে পেলাম যে এই পোষ্টটা করেছে সেও কোন বালডা বুজেনায়",Facebook,Arrogant,Contempt & Condescension
নুতুবেল,YouTube,Non-arrogant,
জাতীয় খানকি এই রমক ই হয় তোর স্থান যোন পল্লীর মধ্যাে,YouTube,Non-arrogant,
তরে কোন হালায় চিনে ফালতু,YouTube,Non-arrogant,
তুমি ভাগ্যবান যে আমার মতো কেউ তোমাকে ভালোবাসে,AI,Arrogant,Superiority & Self-Importance
পহেলা বৈশাখ তোর মত নাস্তিকরা  পালন করে,News portal,Non-arrogant,
সাবাস হিরো আলোম,YouTube,Non-arrogant,
জুবান মাদারী তুই আবার ওর সাথে নাটক করলে তুরে ও জুতা পিড়া করা হবে মনে রাখিস,YouTube,Arrogant,Contempt & Condescension
ভালো ছিলো কাজ,News portal,Non-arrogant,
"যাই হোক, সেতি পরকালে বিশ্বাস করে না। তাই সে রেন্ডিগিরি করছে। মানলাম। কিন্তু দেশের এত মানুষ যদি পরকালে বিশ্বাস এবং ভয় করত তবে এত অরাজকতা কেন??ভাল লাগল, তাকে প্রতিহত করছেন বলে কিন্তু নিজের বুকে হাত দিয়ে বলুন, দিনে কয় বার পরকালের কথা মনে করেন। তাহলে তার আর আপনার মধ্যে তফাৎ কি?একই কথা আমার নিজের জন্যও প্রযোজ্য।  পুরান কথা বাদ দিলাম আজ একটা ছোট ব্যাপারে একজনের গায়ে আমি হাত তুলেছি যদিও তার অপরাধ টা এমনভাবে মার খাওয়ার মত না কিন্তু আমি নিজের মেজাজ কন্ট্রোল করতে পারি নি। কিন্তু আমার মধ্যে যদি ওইসময় পরকালের বিচারের ভয় কাজ করত তবে তা আমি করতে পারতাম না।আল্লাহ সবাই কে হেদায়েত করুক। এবং নিশ্চয়ই উনি ক্ষমাশীল।",Facebook,Arrogant,Mixed / Other Arrogance
"বলদে কেমনে বলে -আমি যদি কোন ভুল করে থাকি....ভুল করছো এটাই শিকার করোনা আবার আল্লাহর কাছে বিচার দাও না!""""""!!!!!...আল্লাহ তোমারে হেদায়েত নসিব করুক নয়তো ধ্বংস করে দিক আপন মহিমায়",Facebook,Arrogant,Contempt & Condescension
"তোরে তসলিমা নাচরিন এর কাছে পাঠাতে হবে, সেখানে গিয়ে হিন্দুদের সাথে নষ্টামি করবি তারপর তসলিমার মত মিক্স বির্য থেকে বের হবে অাপা কবির!  সেও একদিন তোর মত কিছু বলে মুখ উজ্জল করবে! পতিতা কবির",News portal,Non-arrogant,
নাস্তিকতাকে সমর্থন করলে আপনার প্রবলেম কী?যার যেটা ইচ্ছে বিশ্বাস করবে। আপনি বাধা দিবার কে?আপনার বিশ্বাস নিয়ে ত কেউ কিছু বলতেসে না...,Facebook,Arrogant,Knowledge & Moral Superiority
কালকে Ict পরীক্ষা..পড়াতো কিছুই হইতেসে না..খালি নিউজফিড ঘাটতাসি আর দেখতাসি পাবলিক কেমনে তোরে বাশ গুলা দিতাসে...কিছু কওয়ার নাই....তোরে এতোটা ভালোবাসতাম আর তুই এইকাজ করলি....একসময় আমার খুব শখ ছিলো তোর সাথে জীবনে একবার হইলেও দেখা হয়..আর এখন বলি আল্লাহ যেনো জীবনেও তোর মতো নাস্তিকের মুখটা আমারে না দেখায়...আল্লাহ হয়তো তোরে হেদায়াত নসিব করুক নয়তো ধ্বংস করে দিক..,Facebook,Arrogant,Knowledge & Moral Superiority
তোরে তো অনেক ভাল জানছিলাম... কিভাবে নাস্তিকদের মত কথা বললি......!,YouTube,Non-arrogant,
যে মানুষ পরোকাল বিশ্বাস করেনা সে আবার আল্লাহ তায়ালার কাছে বিচার দেয় কেমনে।নাস্তিক,Facebook,Non-arrogant,
সাফা কবির তার ব্যক্তিগত সত্যিকারের মতামত দিয়েছে। আর এটাও সত্যি তাঁর বাবা মা মুসলিম হওয়া সত্বেও সুন্দর নাম দিয়েছে ঠিকই কিন্তু সুশিক্ষায় শিক্ষিত করতে পারে নি। সাফা এখন ক্ষমা চাচ্ছে কারন তার সুনাম নষ্ট হবে সেটা যাতে নষ্ট না হয় তার জন্য লোক দেখানো ক্ষমা চাওয়া হচ্ছে। তিনি রেডিও ষ্টেশনে যা বলেছে তা সত্যি মনের কথাটা বলেছে।সাফাকে নাটক থেকে বাদ দেয়া উচিত। একটা মুসলিম দেশে এই রকম নাস্তিকের থাকা উচিত না,News portal,Arrogant,Knowledge & Moral Superiority
অনেক সুন্দর তুমি,YouTube,Non-arrogant,
আল্লাহ ওনাকে হেদায়েত দান করুক।,Facebook,Non-arrogant,
জায়েদ তুমি এবং কুথায় থাকি আসলা তুমার তাকি হিরো আলম আনেক বালো এই মহামারির সময়  উনি ওসোহায় মানুষের  পাসে চিলো তুমি জায়েদ না বায়েদ কুথায় চিলা,News portal,Arrogant,Contempt & Condescension
"আল্লাহ্ মা,খালেদা  জিয়া কে  হায়াত দান করিও আমিন ।",Facebook,Non-arrogant,
তুই বড় জানোয়ার,YouTube,Non-arrogant,
সুন্দর মানুষ,YouTube,Non-arrogant,
আল্লাহ সবাইকে হেদায়েত দান করুক।,Facebook,Non-arrogant,
আলহামদুলিল্লাহ আপোষহীন নেত্রী!! আল্লাহ্ উনাকে নেক হায়াত দান করুন!! আমিন,YouTube,Non-arrogant,
অল দা বেষ্ট,YouTube,Non-arrogant,
খুব ইচ্ছা হচ্ছে গালি দিতে কিন্তু পারিবারের লোক ফেইসবুক আইডিতে আছে বলে দিতে না পারার জন্য খুবি দুঃখিত,Facebook,Arrogant,Mixed / Other Arrogance
"যে পরকালেই বিশ্বাস করে না সে কিভাবে আল্লাহর কাছে ক্ষমা চায়??আল্লাহ কে বিশ্বাস করতে হলে তো পরকালেও বিশ্বাস করতে হবে৷ আফসোস আপনার জন্য কারণ একেতো আপনি একজন নাস্তিক,তার উপর এই ক্ষমা চাওয়ার পোষ্টাও মন থেকে করেন নি। করেছেন পাবলিকের তোপের মুখে পড়ে। কিছু মানুষের অন্তরে অটোমেটিক আল্লাহর তরফ থেকে মোহর সীল হয়ে যায়৷ তারা চাইলেও আর হেদায়াত প্রাপ্ত হয়না৷ আপনি আর আপনার মতো বহু আড়ালে থাকা নাস্তিকদের হেদায়েত হোক!",Facebook,Arrogant,Knowledge & Moral Superiority
জায়েদ তোর মারে বোনরে চুদি মাগির চাওয়াল,Facebook,Non-arrogant,
তুই মুসলিম  নামটা আগে বাদ দিলে  তাহলে  আমরা তোকে নাস্তিক  হিসাবে চিনতে  পারবো,Facebook,Non-arrogant,
সামনে চেইনডা কিল্লাইজ্ঞা রাখচোদ?,Facebook,Non-arrogant,
"তোর ভোদা দিয়া তো টলার চলছে,,
তাই তোর পাছায় চুদবার চাই",Facebook,Non-arrogant,
রহমান স্যার...☺️☺️,YouTube,Non-arrogant,
বরিশাল হল সারা বাংলাদেশের ভিতরে শেরেবাংলাএবং শিক্ষাদীক্ষায় সবচেয়ে উপরে স্থানে,News portal,Arrogant,Mixed / Other Arrogance
তুই মুনাফিক,YouTube,Arrogant,Knowledge & Moral Superiority
একাকীত্ব- একাকীত্ব ভাইয়া খানকিপারায় আপনার মা কে চুদতে গিয়েছিলাম পরে ওর মাকে দেখেছি পরে আপনার মার থেকে জানলাম আপনার মা যে খানকি তা নাকি সবাই আপনিও জানেন নিজের চোখে দেখেছেন তাই তিনি খানকিপারায় পারমানেনট,YouTube,Non-arrogant,
নাইছ টুমাছ তুমি কেমন আছো,YouTube,Arrogant,Contempt & Condescension
নাস্তিক এর বাচ্চা নাস্তিক আবার কি বলে,News portal,Non-arrogant,
আপনার ছেলে কি আপনার সাথে সমকাম করতে পারবে + আপনার বউয়ের সাথে আপনার ছেলে আর আপনি ১সাথে....?,Facebook,Arrogant,Contempt & Condescension
হেদায়েত দাও,Facebook,Non-arrogant,
কিরে নাস্তিক । তোই একটা বেয়াদব।,News portal,Non-arrogant,
নাইচ না,YouTube,Non-arrogant,
"প্রথমেই ধন্যবাদ দিতে চাই পোষ্টদাতার নানি কে... কারণ তিনি পোষ্টদাতার আম্মুকে জন্ম দিয়েছেন । তারপর ধন্যবাদ দিব পোষ্টদাতার আম্মুকে... কারণ তিনি পোষ্টদাতাকে জন্ম না দিলে আজ আমরা এই পোষ্ট পেতাম নাহ্ । তারপরেই ধন্যবাদ দিব মার্ক জুকারবার্গ ভাইকে...কারণ তিনি ফেসবুক আবিষ্কার করে এই পোষ্ট দেখার সুযোগ করে দিয়েছেন । তারপর ধন্যবাদ দিব মডারেটর ভাইকে, যিনি এই পোষ্টটি এপ্রুভ করেছেন । সবশেষে ধন্যবাদ তাকে যিনি তার আজাইরা সময় ব্যায় করে এই কমেন্টটি পড়েছেন । thank you...",Facebook,Non-arrogant,
ধন্যবাদ প্রিয় এমন মহতী উদ্যোগ নেয়ার জন্য ❤❤❤,News portal,Non-arrogant,
তো আই কিত্তাম,YouTube,Non-arrogant,
এটা একটা মাগী,Facebook,Non-arrogant,
আইভার দি বোনলেস 2/4 ta fake id onk kisu bola jay ree.... Tui hoito goror motro khowa party tai or shate akmot hoccish...,YouTube,Non-arrogant,
নৌকায় ভোট দিন,News portal,Non-arrogant,
কেউ ব্রাজর্স কে খবর দাও,News portal,Non-arrogant,
জীবনডা এক তামাশা।,YouTube,Non-arrogant,
"যে সমস্ত বন্ধুরা কমেন্ট করেছেন তাদের কে বলছি,,এই মেয়ে নামে জানোওয়ার টা হলো,, বাংলাদেশের শীর্সস্থানীয় নাস্তিক মুরতাদের দূষর,,শাহরিয়া কবিরের মেয়ে,, যেমন ফেক্টরি তেমন জিনিস,",News portal,Arrogant,Knowledge & Moral Superiority
ইসলাম হল শান্তির ধর্ম..ইলামকে নিয়ে কেউ উল্টা পাল্টা কথা বললে তাকে ফাঁসি দেওয়া হোক...আমার মনে হয় সেই মুসলিমদের পরিবারে জন্মগ্রহণ করেনি..সেই নাস্তিক পরিবারে জন্মগ্রহণ করছে তাই এমন করে বলতেছে..এত দিন  অনেকে সাপোর্ট দিছে তাকে বাট আমি ও সাপোর্ট করছি আজ থেকে এতির মত কুত্তিকে যেন ফাঁসি দেই,YouTube,Non-arrogant,
তোদের মত কিছু কিছু মানুষের জন্য এই দেশে এলিয়েন আসে না। বোকাচোদা কি বলিস না বলিস হুস থাকে না। তোমারে নিয়ম করে তিন বেলা ডিম থেরাপি  দিতে হবে।,News portal,Non-arrogant,
যেনে শুনে বুঝে কথা বলার চেষ্টা করবেন*নাস্তিকের মত কথা বলবেন্না*হুশিয়ার,News portal,Non-arrogant,
খানকি মাগি তরে daliy নেরি কুত্তা দিয়া ৩ বেলা দেয়া উচিত,YouTube,Non-arrogant,
"আপু, যেহেতু আপনি ভুল বুঝতে পেরেছেন। ভুল থেকে সরে আসুন। মানুষ মাত্রই ভুল করে, যে ভুলের উপর অটল থাকে সে শয়তান, আর যে ভুল থেকে নিজেকে সুধরে নেয় সেই মুমিন।সময় থাকতে তওবা করে নিন।অবশ্যই আল্লাহ তাদের তওবা কবুল করবেন, যারা ভূলবশতঃ মন্দ কাজ করে, অতঃপর অনতিবিলম্বে তওবা করে; এরাই হল সেসব লোক যাদেরকে আল্লাহ ক্ষমা করে দেন। আল্লাহ মহাজ্ঞানী, রহস্যবিদ।আর এমন লোকদের জন্য কোন ক্ষমা নেই, যারা মন্দ কাজ করতেই থাকে, এমন কি যখন তাদের কারো মাথার উপর মৃত্যু উপস্থিত হয়, তখন বলতে থাকেঃ আমি এখন তওবা করছি। আর তওবা নেই তাদের জন্য, যারা কুফরী অবস্থায় মৃত্যুবরণ করে। আমি তাদের জন্য যন্ত্রণাদায়ক শাস্তি প্রস্তুত করে রেখেছি। [আল কুরআন, সূরা নিসা। আয়াত ১৭-১৮]",Facebook,Arrogant,Knowledge & Moral Superiority
যথেষ্ট নয়।অনেক দেরি হয়ে গেছে।,News portal,Non-arrogant,
প্রিয়া সাহা অভিযোগ করেছেন মুসলিমরা তার ঘরবাড়ি জালিয়ে দিয়েছে এবং তার যায়গা জমি দখল করেছে!! অথচ তার গ্রামের লোকজন ও মামলা সূত্র থেকে দেখা যাচ্ছে একটা যায়গা নিয়ে তার প্রতিবেশি প্রতিপক্ষের সাথে দন্দ! এবং সেই জায়গা জমি দখল ও আগুনের আসামি বেশিরভাগ হিন্দুরাই! অথচ এই মহিলা ব্যাক্তিগত দন্দকে জাতিগত হামলার দিকে নিয়ে মিথ্যাচার করলো!!জন্মহার হিন্দুদের চেয়ে মুসলিমরা এগিয়ে। প্রতিবছর মুসলিম জন্মহার বেরেই চলছে আর হিন্দুরা ১ সন্তানের নীতিতে পরে আছে! এখানেই শতকরা হারে হিন্দুরা পিছিয়ে গেছে! স্বাভাবিভাবেই মুসলিমদের সাথে হিন্দুদের জন্মহার অনেক পিছিয়ে। তাহলে কিভাবে এখনো সেই পুরাতন অংক নিয়ে পরে আছেন?? আর এই কাল্পনিক তথ্যে সরাসরি অন্য দেশের প্রেসিডেন্টকে হস্তক্ষেপ করতে বলছেন??পৃথিবীর সব দেশেই সংখ্যালঘুদের ওপর কমবেশি নির্যাতিত হতে দেখা যায়! এমনকি ভারতে যে পরিমাণ সংখ্যালঘু নির্যাতন ও হত্যার শিকার হয় শতকরা হারে বাংলাদেশ তার ধারে কাছেও নাই! এসব বিচ্ছিন্ন কিছু ঘটনাকে পুজি করে তারা ঘোলা পানিতে মাছ শিকার করতে চায়!!যুক্তরাজ্যের রাষ্ট্রদূত বলেছেন বাংলাদেশ অসাম্প্রদায়িকতার দৃষ্টান্ত! বৈশ্বিক রিপোর্ট ভারত পাকিস্তানের চ,News portal,Arrogant,Contempt & Condescension
তুমি কুওার বাচ্চা। এইটা ছাইদির কন্ট। পাগল,YouTube,Non-arrogant,
দেশাদ্রোহী কাজ করে শুধুমাত্র বহিষ্কার??,YouTube,Non-arrogant,
ডানা কাটা পরি,YouTube,Non-arrogant,
"যখন অন্যায়, অবিচার, জুলুম,অশ্লীলতা, নগ্নতা, পাপাচার বেড়ে যায়, তখন আল্লাহর রহমত পৃথিবী থেকে উঠে যায়. আল্লাহ তায়ালা তখন নানা ধরনের বিপর্যয় দিয়ে মানুষকে সতর্ক করেন. মহান আল্লাহর ঘোষণা "" তোমাদের উপর যে বিপদ-আপদ আসে তা তোমাদের হাতের কামাই. আর অনেক অপরাধ তো তিনিই ক্ষমা করে দেন. ( সূরা- আশ শূরাঃ ৩০). আমরা আল্লাহর রহমত চাই. করুণা চাই. ক্ষমা চাই.. এহেন দুরারোগ্য ব্যধি থেকে মুক্তি চাই./ একমাত্র আল্লাহ ই সকল রোগের নিরাময়কারী.করোনা ভাইরাস (কোভিড-১৯) প্রতিরোধে বাংলাদেশ সরকারের যথাযথ উদ্যোগ নিতে হবে. দেশের প্রবেশ পথ সমূহে করোনা ভাইরাস শনাক্ত করনে প্রয়োজনীয় পদক্ষেপ নেয়া দরকার.  দেশের জনগণ যাতে সুস্থ ও রোগ ব্যধিমুক্ত অবস্থায় জীবন যাপন করতে পারে. সেজন্য সরকারকে সতর্ক ভূমিকা পালন করতে হবে. করোনা ভাইরাস প্রতিরোধের উপকরণ সমূহ সহজলভ্য করার জন্য সরকারকে ব্যবস্থা গ্রহণ করতে হবে.",News portal,Arrogant,Mixed / Other Arrogance
"যত সব ফালতু কথা, নকল করা কন্ঠ। তোদের উপর আল্লাহর লানত",YouTube,Non-arrogant,
নাস্তিকের বাচ্চা তোর কোন ক্ষমা নাই,News portal,Non-arrogant,
নাস্তিক। বাল কবির,YouTube,Non-arrogant,
আপু আপনি জাস্ট ফ্রেন্ডদের আইডল।স্যালুট ইউ,Facebook,Non-arrogant,
"অাপ্পি নিজের ভুল বুঝার জন্য ধন্যবাদ,,,মানুষ বলতেই ভুল করে,সৃষ্টি এবং পরকাল সত্য এটাকে মিথ্যা ভাবার কিছু নেই,,,",News portal,Non-arrogant,
"তুই তো একটা বড় মাফের নাস্তিক এবং মুনাফিক তোর বিচার উনি নিজেই করবেন,,",News portal,Non-arrogant,
আমার অনুমতি ছাড়া কোনো কাজই সম্পূর্ণ হতে পারে না।,AI,Arrogant,Dominance & Entitlement
সাফা কবির তার ফেসবুক পেজ ক্ষমা চেয়েছে l,Facebook,Arrogant,Contempt & Condescension
ও তো তসলিমা নাসরিন ছোটোও বোন  ও তো শাহারিয়া কবিরের মেয়ে ওর পোরো ফেমিলি নাস্তিক,YouTube,Non-arrogant,
একটা অনুরোধ যদি লাইভ অনুষ্ঠান হয় শাড়ী পড়ে আসবেন কিন্তুু।,News portal,Non-arrogant,
ইনশাআল্লাহ এগিয়ে যাক লাল-সবুজের পতাকা❤,News portal,Non-arrogant,
এই মহিলাকে সবাই জুতা পিটা  কর।নাস্তিকের  বাচ্চা,Facebook,Non-arrogant,
বাঙালি কে কি খুবই বোকা ভাবেন আপনি যে যখন যা খুশি তাই বলবেন। আপনার ব্যক্তিগত ব্যাপার থাকতেই পারে কিন্ত আপনি ধর্মিয় অনুভূতিতে আঘাত লাগা বা ধর্মিয় বিশ্বাসের সঙ্গে সাংঘর্ষিক কোন কথা বলতে পারেন না তাও আবার একটা শোতে । আর কোন সত্যিকারের মুসলমান এমন কথা ভুল করেও বলতে পারেন না। আর আমি দুআ করি আল্লাহ আপনাকে সঠিক হেদায়েত দানকরুক অন্যথায় আল্লাহ ভালো জানেন সবকিছু ।,Facebook,Arrogant,Contempt & Condescension
দুনিয়ায় মূর্খ আবাল দেখছি তবে তর মতো না,YouTube,Non-arrogant,
পাগল লের  শাতে পাগল মেশে,News portal,Non-arrogant,
নাস্তিকের বাচ্চা তুই,News portal,Non-arrogant,
তোর মতো বিরোধী দলের লোকের কোনো দাম নেই,AI,Arrogant,Contempt & Condescension
বকর চক্কর বাদ দিয়ে ভালো কাজ কর।,News portal,Non-arrogant,
তুমি যে কথা বলছিলা তাতে বুঝা গিয়েছিলো যে তুমি নামে মাত্র মুসলিম তুমি মহান আল্লাহকেও বিশ্বাস করোনা....যে মহান আল্লাহকে বিশ্বাস করে তাকে অবশ্যই পরকালে বিশ্বাস করতে হবে.....মহান আল্লাহ্ তোমাকে হেদায়াত নসীব করুন #আমিন,Facebook,Arrogant,Mixed / Other Arrogance
"সাফা কবির,,তুমি যে বড় মাপের খাঁটি ভদ্র নাস্তিক তাহা তুমি খুব সুন্দর ভাবে প্রমান দিলে,,আমরা বাংলাদেশর জনগন আওয়ামী লীগ বিএনপি জামায়াত শিবির জাতীয় পার্টি অথোবা আরো অনেক দল কে সাপোর্ট করি,,কিন্তু আমাদের মধ্যে যাহারা মুসলমান সবার ধর্ম কিন্তু একটাই ইসলাম,,আর তুমি একজন মুসলমান হয়ে এই ভাবে নিজের ধর্ম কে অবমাননা করলে,,এক জন অমুসলিম ও কিন্তু পরকালে বিশ্বাসি,,তাহলে তুমি তো মানুষ না পশু,,কারন পশুদের তো পরকালে কোনো শাস্তি নাই,,মোশাররফ করিম নারীদের পর্দা নিয়ে বিরুপ মন্তব্য করায় তাহার জনপ্রীয়তা আকাশ চুম্বী থেকে এক নিমিষেই মাঠির সাথে মিশে গেছে,,আর তোমারো সেই রকম হবে,,কারন তোমার নাটক তো আর কেউ দেখবেনা,,দর্শক যদি না দেখে তাহলে তোমাকে পরিচালক নাটকে কখনো নিবেনা,,ঘৃণা করি তোমার মত নাস্তিক কে",Facebook,Arrogant,Knowledge & Moral Superiority
তোর থেকে অনেক ভালো আমি,AI,Arrogant,Mixed / Other Arrogance
