comment,source,arrogance_label,category
"Layla, I wish you the best.",YouTube,Non-arrogant,
"The old fool's rice is gone, the new fool's import.",YouTube,Non-arrogant,
"Zayed Khan's home is Barishal Pirozpur district, but people in his area don't know him very well, people in the inside image know him a bit, he didn't stand by the people in his area during this crisis in the country.",YouTube,Arrogant,Contempt & Condescension
Civilized people have no religion.,Facebook,Non-arrogant,
"Do you see your father who gave birth to you? Because you didn't see it, your father isn't your real father.",YouTube,Non-arrogant,
Shahadat Russell. That is a beautiful name.,YouTube,Non-arrogant,
Let Latif Siddiqui's marriage to Safa Kabeer be both false and atheist.,News portal,Non-arrogant,
"My life is so precious, you won't even know it.",AI,Arrogant,Mixed / Other Arrogance
"If you say that because you are an atheist, then you are a public hypocrite. And Allah has made the punishment for the hypocrite very severe.",Facebook,Arrogant,Knowledge & Moral Superiority
What if she was thirteen months old?,YouTube,Non-arrogant,
Shotgun cow thief!,YouTube,Non-arrogant,
"I was poisoned, vomited after watching the post, now I'm completely fine.",Facebook,Non-arrogant,
"Thank you, buddy. I'd like to know where your area is.",News portal,Non-arrogant,
"May God guide all of you, Amen.",Facebook,Non-arrogant,
A great brother is doing a great job. Thank you. We always support the poor.,News portal,Non-arrogant,
"It seems that after the comments of every one of the moorblinds in the comment box, the heavenly people are coming here to comment, one person is so big that he doesn't even remember to take a pearl.",Facebook,Arrogant,Knowledge & Moral Superiority
The nation knows you're an atheist. Fuck you!,Facebook,Non-arrogant,
"Shaun Gupta brother, I am amazed at your comment. If you are a Muslim, if you do not know which religion you follow, you would not say, ""May Allah guide us all, including you.",Facebook,Arrogant,Mixed / Other Arrogance
How do you claim to be a Muslim without believing in the afterlife? How did your parents accept that they gave you birth? Did you not see what they were doing?,YouTube,Arrogant,Mixed / Other Arrogance
Stay away from this atheist drama and #unfollow.,YouTube,Non-arrogant,
Can't you make such a joke?,YouTube,Non-arrogant,
"You are not a believer in Islam. Anyone who disbelieves in any of the seven principles of Islam is a disbeliever. And yes, we all know that Allah Ta'ala is forgiving. But how can you be so sure that Allah Ta'ala will forgive a disbeliever?",Facebook,Arrogant,Mixed / Other Arrogance
"Waiting for the link,",YouTube,Non-arrogant,
There's no place for atheism in Bengal.,News portal,Non-arrogant,
"Maggie, you're not going to be Bangladesh. You're an atheist, Randy Beisha Maggie.",News portal,Non-arrogant,
I'm better at everything than anyone else.,AI,Arrogant,Superiority & Self-Importance
"A dirty woman is not an atheist, and an atheist's daughter is an atheist.",News portal,Non-arrogant,
You're not going to get a good deal of publicity by saying that. You're not going to get God's forgiveness. You're the devil's sister. You're a jerk. You're not a big celebrity?,YouTube,Arrogant,Knowledge & Moral Superiority
"If you give me a share, you son of a bitch.",YouTube,Non-arrogant,
You'll be an atheist on earth.,Facebook,Non-arrogant,
"Tamim brother, advance Eid Mubarak",YouTube,Non-arrogant,
Brilliant brother <3,YouTube,Non-arrogant,
Boycott the advent of a new atheist.,YouTube,Non-arrogant,
Was the photographer okay with that pic?,YouTube,Non-arrogant,
"There are so many atheist actresses in the media who hide. No one admits it publicly. So let's all get rid of drama, movies.",YouTube,Arrogant,Knowledge & Moral Superiority
You've made a fool of people. You've reached the point where you're too far from sinning. You've been born in a Muslim household and forgotten about your religion. You're making Allah Allah.,Facebook,Arrogant,Knowledge & Moral Superiority
Wow! Do you believe in God? Does someone who doesn't believe in the afterlife believe in God again? Quit the hypocrisy! Bangladeshis are not like you!,Facebook,Arrogant,Contempt & Condescension
I saw God here naked.,YouTube,Non-arrogant,
"I'm sure you understand your mistake. We know and know your father. It's not uncommon for you to make anti-Islamic comments as the daughter of that father, because you've been nurturing it in your mind since childhood. Your work and life tell you that you're not Islam's founder. It's your personal matter.",Facebook,Arrogant,Mixed / Other Arrogance
Take him to the bamboo garden and scatter him.,Facebook,Non-arrogant,
"You'll be all right, sir.",Facebook,Non-arrogant,
Even a mad goat realizes his mistake.,News portal,Non-arrogant,
"If you don't believe in any of the seven tenets of Islam, you're a disbeliever. And yes, we all know that Allah Ta'ala forgives. But how can you be so sure that Allah Ta'ala will forgive a disbeliever?",Facebook,Arrogant,Mixed / Other Arrogance
The rich have no education. They are uneducated and ignorant.,AI,Non-arrogant,
"The sincerity, love and success of this Punjab will be written in the history of cricket for thousands of years.",News portal,Non-arrogant,
"You're an atheist, there's going to be a movement for your apathy.",News portal,Non-arrogant,
"Whoever doesn't believe in the hereafter is an atheist, he's not a Muslim, he's a Jew, he's a Nazarene, he's going to die.",YouTube,Non-arrogant,
"As a student of Titumiir, I also support the fact that it is unreasonable for the government to make a separate university with seven colleges including Titumiir.",News portal,Arrogant,Mixed / Other Arrogance
Who the fuck is doing this?,News portal,Non-arrogant,
"Zayed Khan and a motherfucker I've never seen before, and he thinks he's too big and he's a hypocrite.",YouTube,Non-arrogant,
Hero Alam Brother I want to say one thing to you that they don't know you they are not citizens of Bangladesh I want to say one thing to those who speak proudly of themselves that one day they will be judged Hero Alam Brother if not only on Allah will do Hero Alam Brother I want to say one thing to Hero Alam Brother to be the friend of the poor so that he can always be the friend of the poor,Facebook,Arrogant,Mixed / Other Arrogance
"Hand this atheist over to the Negroes, and you'll understand.",YouTube,Non-arrogant,
What happens if you don't trust a fool like yourself?,YouTube,Non-arrogant,
Shafiat Mad Hero Alm is the greatest madman,YouTube,Non-arrogant,
"The Bengal dog barks in English, if everyone could understand in Bengali",Facebook,Non-arrogant,
"This is Arki, and this bitch has no religion.",Facebook,Non-arrogant,
"It's just that he's gotten less followers on fb, so he's tense.",Facebook,Non-arrogant,
"Repent and ask forgiveness of the Almighty,",Facebook,Non-arrogant,
Quiet boy right,YouTube,Non-arrogant,
Why are you alone?,YouTube,Non-arrogant,
Another atheist was born in Bangladesh!,YouTube,Non-arrogant,
I think you all went viral on this atheist and posted it unliited.,Facebook,Non-arrogant,
"I will poison you with the chicken, the pearl of Solomon, Sefatullah Sefu, Hassanul Haq Inu, Rashed Khan Menon, the maggy, the nasta, the weasel, the weasel.",YouTube,Non-arrogant,
"Sala, you are crazy.",News portal,Non-arrogant,
"We used to think that the stomach of an animal is an animal, now we think that animals are born from the stomach of a human and sometimes in the stomach of a drunk.",News portal,Non-arrogant,
May God guide you. Amen.,Facebook,Non-arrogant,
Is the goat still in the country?,News portal,Non-arrogant,
Fucking hero Alm's kid is taking pictures of prostitutes.,News portal,Non-arrogant,
"I want your contact number but I don't have it, so if you read my SMS, tell me about the job, because my family is very poor, so I'm looking for a job for parents, but I just love them and I don't have the money, so if you give me a chance at your factory, I'll be very proud of myself.",Facebook,Arrogant,Mixed / Other Arrogance
"When I upload a picture of this size, I'll have all the wishes of my heart filled with money.",Facebook,Non-arrogant,
The lights are crazy.,News portal,Non-arrogant,
"I do not know what to say. So I will say to Allah, the Most Merciful, the Most Merciful, the Most Merciful, the Most Merciful. Allah, guide them. Allah, guide those who speak ill of Islam. Allah, provoke those who complain about Islam. Allah, provoke those who speak ill of your word, the Qur'an. Allah, provoke those who speak ill of your word.",Facebook,Arrogant,Knowledge & Moral Superiority
"I do not remember what I should say to you, you foolish man. If you do not believe in the Hereafter, there will be no harm to you from Allah, and if you do believe, there will be no harm to Allah.",YouTube,Arrogant,Knowledge & Moral Superiority
There is no alternative to the boat symbol to continue the progress of the government in the mechanical city of Dhaka.,News portal,Non-arrogant,
Red salute to the fighter.,YouTube,Non-arrogant,
"Hero Alm, move on. We're with you.",YouTube,Non-arrogant,
Congratulations on the holy month of Ramadan.,Facebook,Non-arrogant,
A Muslim can say a few things to him: 1. He can say that it takes no proof to believe. To believe it takes faith. 2. He can say that we don't see much that exists and yet we don't admit it. We admit that atoms or particles of various kinds that we don't see but do exist because they are proven by Avicena.,YouTube,Arrogant,Dominance & Entitlement
"Prayer, fasting-- how many devotees.",News portal,Non-arrogant,
Will you teach me?,AI,Arrogant,Superiority & Self-Importance
Uncle Akram's got a big crush on you!,Facebook,Non-arrogant,
I'm here to see the comments.,Facebook,Non-arrogant,
The bar's windows are always open.,Facebook,Non-arrogant,
"For the sins of the world, when man forgets who he is, when he has slept with many girls and never married one.",News portal,Arrogant,Contempt & Condescension
God guide him.,Facebook,Non-arrogant,
"O Allah, give those who cut off this atheist recording of Allama Said the chance to be honest or destroy it.",News portal,Non-arrogant,
"This is the Tappara Kobira, you and Sefudar, you got married on Friday, you are the first atheist in Bengal, you didn't get married.",YouTube,Non-arrogant,
I'm perfect for anything.,AI,Arrogant,Superiority & Self-Importance
May the love of the father and the daughter live,News portal,Non-arrogant,
I'm going to wear my glasses like I'm wearing a scarf.,Facebook,Non-arrogant,
The devil is an atheist who lies by hiding his profile.,Facebook,Non-arrogant,
Do-Royal is for you.,Facebook,Non-arrogant,
"A lovely hero, Alma.",YouTube,Non-arrogant,
"Thanks to Silent for giving the right answer to the hero Alm, the film is on the road to destruction today due to the violence.",News portal,Non-arrogant,
How many atheists are there?,News portal,Non-arrogant,
The arrival of the New Atheist.,YouTube,Non-arrogant,
"I see this is the paradox of atheism. He who does not believe in the afterlife, who does not believe in what he has not seen, is judging by God today.",YouTube,Arrogant,Knowledge & Moral Superiority
The wife:*,YouTube,Non-arrogant,
"Under the ground a basket of rice, under the bed oil, the mother of the thief's big throat, jail for going to jail...",YouTube,Non-arrogant,
The mirror room must be made more beautiful.,YouTube,Non-arrogant,
There's a lot of counterfeiting.,YouTube,Non-arrogant,
The Yellow Bird,YouTube,Non-arrogant,
The most beautiful picture.,YouTube,Non-arrogant,
Taking the right action at the right time is very important for the country and the nation.,News portal,Non-arrogant,
The kid with the number three goat gives the reaction.,Facebook,Non-arrogant,
"If he doesn't believe in the afterlife, why should he be forced to believe in it? If he doesn't believe in the afterlife, then show off his Hindu drama.",YouTube,Arrogant,Knowledge & Moral Superiority
Brother Saloo,YouTube,Non-arrogant,
The headphones in the fucking ear.,YouTube,Non-arrogant,
It's very valuable.,YouTube,Non-arrogant,
You're the son of a chicken thief?,YouTube,Non-arrogant,
"""Mashallah,",Facebook,Non-arrogant,
Sala fool fucks Walikum assalaam walikum assalaam,Facebook,Non-arrogant,
An atheist has an afterlife.,YouTube,Non-arrogant,
I'll download it today.,YouTube,Non-arrogant,
"Is that the name of Islam? Why is Islam saying that if you don't believe in the hereafter, you should mock him?",YouTube,Arrogant,Mixed / Other Arrogance
"He's been using his atheist statements to mock the city in Australia, and he's been using his calumnies, threats and text messages to facilitate this, and he's been doing this with the wisdom of his friend Salman.",Facebook,Arrogant,Knowledge & Moral Superiority
"Great, the house of the gods is right in front of you. An atheist's place will not be in Bengal.",News portal,Non-arrogant,
"Thank you very much, dear Lord, for giving us all good advice!",Facebook,Non-arrogant,
Foolish Hero Flash Movie is dead.,YouTube,Non-arrogant,
His family and atheists,YouTube,Non-arrogant,
"Sister, she's not a sister, you're an atheist, you leave the country. You're not a Muslim. You don't believe in the Quran.",YouTube,Non-arrogant,
Ahmed ibn the simple brother of Heth is an educated madman.,News portal,Non-arrogant,
Many people have seen Arif Azad attack the argument of Brother Azad! This means that atheists do not accept their parents by DNA testing!!!! Not before! Atheism itself is a belief. People like Humayun Azad/Arz Ali who promote pop science pseudoscience read books and become atheists!!!! The problem is that our country does not have much academic progress in philosophical science.,News portal,Arrogant,Knowledge & Moral Superiority
What? What?,YouTube,Non-arrogant,
We're actually trying to make a deal. Safa Poir is not a man to be talked about in this country.,News portal,Non-arrogant,
"Who is this Zayed Khan, who came back from Kotah?",YouTube,Arrogant,Contempt & Condescension
"Ramzan is coming, so I'm telling you to drop off these Sunny Leone and Mia Khalifa Marca dresses and at least upload a good pic this month.",YouTube,Non-arrogant,
"Give this page a like to get all kinds of status - beautiful - Islamic, romantic, funny.",Facebook,Non-arrogant,
"But if you hit the face with a catapult, atheism will increase, so you go from village to village, ranking second in the world in atheism.",News portal,Arrogant,Mixed / Other Arrogance
"The whole world is a mosque for believers, but who can explain to some of our dangerous, stupid, greedy, fearful Muslims?",YouTube,Non-arrogant,
These are crazy!,News portal,Non-arrogant,
"Your mother said it was your father, and whoever created you, who sent you into this religion, said the afterlife, and you don't believe it.",YouTube,Non-arrogant,
The gang of thieves.,YouTube,Non-arrogant,
"Thanks to the government, the leadership's efforts are commendable.",News portal,Non-arrogant,
"The most powerful people in Bangladesh today are the Hindus... who have no sense of humour... because there is no question about anyone else... no sound... no matter where they are... no problem... whoever their family members are, they would be fined first...",News portal,Arrogant,Contempt & Condescension
"Hear, my son, take fish; sell in the bushes, and eat in the bushes, and eat not fresh; for thou hast eaten of old age, thou Gazan.",News portal,Non-arrogant,
"And fuck you some more, fairy.",YouTube,Non-arrogant,
"Unfortunately, the post did not scare God! It was given to fix his popularity! God guide them!",Facebook,Non-arrogant,
"You're as scared as he is, so you're doing this, you son of a bitch.",News portal,Non-arrogant,
"Good wishes and blessings,",YouTube,Non-arrogant,
"Go ahead, brother.",YouTube,Non-arrogant,
You look like the son of a bitch.,Facebook,Non-arrogant,
There's a fucking canal in the middle on both sides.,YouTube,Non-arrogant,
"I'd have thrown out all the oil in your pocket, Maggie.",Facebook,Non-arrogant,
"So you're not fucking your father, you're fucking your mother because you're watching.",YouTube,Non-arrogant,
No one's ever seen a fool's hero book.,YouTube,Non-arrogant,
What are the highlights of this match?,Facebook,Non-arrogant,
"God has judged you, you sons of bitches, shut up.",Facebook,Arrogant,Dominance & Entitlement
"My question is, are you a Muslim to a fool like you?",News portal,Arrogant,Contempt & Condescension
Insalaah,Facebook,Non-arrogant,
"You want to stay there, what's the point of destroying the country?",News portal,Arrogant,Contempt & Condescension
You were.,YouTube,Non-arrogant,
The Oremadarchud team,YouTube,Non-arrogant,
"You are so great, brother.",YouTube,Non-arrogant,
Prostitutes have ruined the country.,YouTube,Non-arrogant,
"Don't walk half naked from tomorrow, cover yourself, recite the five verses of prayer, read the Qur'an. Then we will see how much you ask forgiveness, believe, or remain an atheist!",Facebook,Arrogant,Knowledge & Moral Superiority
The small size of Sai Pallavi,Facebook,Non-arrogant,
Satan Aggar is the only one who has changed the colour of the Ma. All the dramas have to be morally guided with the reading of the Burqa.,News portal,Arrogant,Mixed / Other Arrogance
I'm not going to lie.,YouTube,Non-arrogant,
She's not feeling well.,News portal,Non-arrogant,
Where's the girl who says she doesn't believe in the afterlife?,Facebook,Arrogant,Mixed / Other Arrogance
The next mayor of Dhaka...,YouTube,Non-arrogant,
"I'd look so hot on your face, bitch.",YouTube,Non-arrogant,
"If I make another mistake, you're doing it. Now you're apologizing for saving Maggie's career.",Facebook,Non-arrogant,
In the panty pajamas.,Facebook,Non-arrogant,
Where's your level?,AI,Arrogant,Contempt & Condescension
Your next congressman's ticket confirmation is for at least this news.,News portal,Arrogant,Contempt & Condescension
"If you don't believe in any of the seven tenets of Islam, you are a disbeliever. And yes, we all know that Allah Ta'ala forgives. But how can you be so sure that Allah Ta'ala will forgive a disbeliever?",Facebook,Arrogant,Mixed / Other Arrogance
"Religion is the law, and state law has no legal status. What exists is personal morality. Who obeys or does not obey religion is more important to the state than who violates the law. It is important to be a citizen as a person. It is important to know how much you pray, worship, and become a human being. It is important to recognize the Creator and to recognize that this recognition is the ultimate project of human creation.",Facebook,Arrogant,Knowledge & Moral Superiority
"It's a very good story, I love it.",Facebook,Non-arrogant,
"Maggi's face is all black, and if you pick up the clothes, you'll get a fundraiser.",Facebook,Non-arrogant,
Greetings from Europe for the Day of the Great Victory,YouTube,Non-arrogant,
The motherfucking little girls didn't believe him because they said they didn't see you when we were born.,YouTube,Non-arrogant,
"That's how you keep everyone in front of you, Peremoni.",Facebook,Non-arrogant,
Gillai has no lab. God guide him.,Facebook,Non-arrogant,
The world's madmen are all together.,Facebook,Non-arrogant,
"Why do you call your father father and your mother mother? The truth is, there is no change in the afterlife if you don't see them.",YouTube,Non-arrogant,
"You've seen your father's underwear, the Safa poet, who introduced himself as an atheist to the coming of the Last Judgment.",News portal,Non-arrogant,
You're the hero of a goddamn world I've never seen before.,YouTube,Non-arrogant,
It's one of those.,Facebook,Non-arrogant,
The ice cream is crazy.,News portal,Non-arrogant,
May God restore you from your atheist.,Facebook,Non-arrogant,
That's very nice.,YouTube,Non-arrogant,
What does an atheist family look like?,YouTube,Non-arrogant,
What is it?,Facebook,Non-arrogant,
"The father who gave birth to you, you don't see... you're an illegitimate child of George.",YouTube,Non-arrogant,
"As your little sister, why did you say on live that you don't believe in the afterlife? Why did you introduce yourself to the nation as an atheist? Almost all Muslims in the world have never said they don't believe in Islam.",Facebook,Arrogant,Knowledge & Moral Superiority
"Without me, this team is useless.",AI,Arrogant,Mixed / Other Arrogance
"Thanks, Hiru Alam brother. The son of the young man of Hala, Zayed Khan, you speak proudly, the quality of the person does not show in the face, the quality of the feet.",News portal,Arrogant,Contempt & Condescension
Nostalgia,Facebook,Non-arrogant,
"In Maghire, they all fuck Ram together.",Facebook,Non-arrogant,
"Safa's supporters of the Safa Atheist are called Safa's Atheists, who are called Safa's Atheists, who are called Safa's Atheists, who are called Safa's Atheists, who are called Safa's Atheists, who are called Safa's Atheists, who are called Safa's Atheists, who are called Safa's Atheists, who are called Safa's Atheists, who are called Safa's Atheists, who are called Safa's Atheists, who are called Safa's Atheists, who are called Safa's Atheists, who are called Safa's Atheists, who are called Safa's Atheists, who are called Safa's Atheists, who are called Safa's Atheists, who are called Safa's Atheists, who are called Safa's Atheists.",News portal,Non-arrogant,
The Lord is my God!,Facebook,Non-arrogant,
Atheism is pure stupidity.,News portal,Non-arrogant,
Good wishes always brother ❤,YouTube,Non-arrogant,
"One actress and model said on a radio show that she does not believe in the afterlife. She does not believe in what she does not see. I am not surprised by the reaction of some people, but I am saddened. Firstly: Skepticism and silent atheism have taken shape among Muslims. Not only the actors alone, but thousands of millions of people are now skeptical or semi- or Sikh atheists.",News portal,Arrogant,Knowledge & Moral Superiority
"God, guide these people.",Facebook,Arrogant,Knowledge & Moral Superiority
"You're better than Sunny Leone, you're a secret whore.",Facebook,Non-arrogant,
May Allah guide you in the right direction.,Facebook,Non-arrogant,
"Oh, my God, you look so good.",YouTube,Non-arrogant,
I'm not going to tell you.,YouTube,Non-arrogant,
You seem like a chicken thief.,YouTube,Non-arrogant,
Jay Bengali The vibrations of the people of Bangladesh,News portal,Non-arrogant,
May the Almighty God protect them all.,Facebook,Non-arrogant,
Don't you want this knife?,YouTube,Arrogant,Contempt & Condescension
The crazy kid.,News portal,Non-arrogant,
Where did my chicken go so late?,News portal,Arrogant,Mixed / Other Arrogance
Inshallah will return to the field. See you again.,Facebook,Non-arrogant,
God will judge whether everyone is an atheist or not. Why should we bear the burden of others' sins?,Facebook,Arrogant,Knowledge & Moral Superiority
"You are an atheist, you do not believe in fools. You do not believe in what you do not see. How can you believe in God? Do not be afraid, you son of Belial. If you turn your back on God, you will remember God. Do not remember God at the time of Belial. God is forgiving and merciful, but His punishment is terrible.",Facebook,Arrogant,Knowledge & Moral Superiority
"Grandma, you don't see your ass. It's not your ass.",Facebook,Arrogant,Contempt & Condescension
I had a crush on the ass poet.,YouTube,Non-arrogant,
I heard it was made by an atheist.,YouTube,Non-arrogant,
Shoes in the face of magic.,YouTube,Non-arrogant,
It's covered in hair.,Facebook,Non-arrogant,
"Your father was born a chicken pointer, you were born a chicken protector, you were born a dog protector.",Facebook,Non-arrogant,
Zayed you consider yourself a hero but you are not seen by the people of Bangladesh,YouTube,Non-arrogant,
You are so beautiful.,YouTube,Non-arrogant,
"I'll kill you, you son of a bitch. You have no right to live.",YouTube,Non-arrogant,
That's not a good smile.,YouTube,Non-arrogant,
"The last Bangladesh is on the way to take over, why not all the fools, and the fools will take the crazy sagol,",YouTube,Non-arrogant,
"You need to kill your shoes, Khani's kid,",YouTube,Non-arrogant,
This is an excellent photography course.,News portal,Non-arrogant,
Actress and actress E,YouTube,Non-arrogant,
I've been through a lot.,YouTube,Non-arrogant,
"I'm always the most memorable, no one will ever forget me.",AI,Arrogant,Mixed / Other Arrogance
"Safa is mocking the poet and repeating how a ""dear"" atheist is loved again. Fools will know little and believe little.",YouTube,Arrogant,Knowledge & Moral Superiority
"Miss Safa Kabeer. You're an actress. You're a social reformer, and by the way, what will the general public learn from the comments you make that you don't believe in the afterlife? Well, in the afterlife, I don't understand.",Facebook,Arrogant,Knowledge & Moral Superiority
"Oh, you idiot Humayun Ahmed was an atheist like you, but he died believing in the afterlife just before he died, you son of a bitch.",YouTube,Arrogant,Knowledge & Moral Superiority
It's like shit.,YouTube,Non-arrogant,
"Who can forgive people, if Allah wills, and who can forgive anyone who disbelieves in the Hereafter and disbelieves in the whole of Islam? Whoever is an atheist or a follower of any religion, he will be judged by Allah, the Most High, on the Day of Judgment.",Facebook,Arrogant,Knowledge & Moral Superiority
"You've become a fascist, you've become an atheist, you've denied one of the pillars of Islam, you've insulted the questioner and you've said it's a question.",News portal,Arrogant,Knowledge & Moral Superiority
You're the January of atheist Safa Kabir.,YouTube,Non-arrogant,
Atheists have begun to rise nowadays.,YouTube,Non-arrogant,
"I'll be right there, bro.",YouTube,Non-arrogant,
"There's a lot of wrongdoing in the brothers in the movie, but the heroine is still very proud, her mother is still a goat, so eating the trees in front of my house is not right.",News portal,Non-arrogant,
"He's a magician poet, known as the ""Hello Hooker Poet"" or ""Khanki Poet"".",YouTube,Non-arrogant,
"You're an atheist with no forgiveness, and if you ask God for forgiveness, you'll be like Pharaoh of Arabia, and many people will come to see you. If you could stone him, if you could ask God for forgiveness, you'd be burned at the stake.",Facebook,Arrogant,Knowledge & Moral Superiority
No one's gonna fuck you on the street because no one's gonna believe you're a witch.,Facebook,Non-arrogant,
The picture of Vadima is even bigger.,YouTube,Non-arrogant,
Go ahead Bangladesh,YouTube,Non-arrogant,
There's nothing left to do except to make fun of Facebook by making fun of the unconscious Bengalis.,Facebook,Arrogant,Mixed / Other Arrogance
The right to expel atheists from Bangladesh,News portal,Non-arrogant,
I'm not afraid of you.,AI,Arrogant,Mixed / Other Arrogance
"I've had a lot of fun... a lot of laughs... a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, and I'm looking forward to seeing the new movie.",YouTube,Non-arrogant,
What did the Tamil people hang?,Facebook,Non-arrogant,
The big boys.,AI,Non-arrogant,
"That's what I was talking about, and then what the fuck are you,",News portal,Arrogant,Contempt & Condescension
You can't do anything without my permission.,AI,Arrogant,Dominance & Entitlement
The hypocrite's behaviour is good. The tree has become as good as the crop. The palm tree is not possible in life as I say.,YouTube,Arrogant,Knowledge & Moral Superiority
There's no doubt that you're an atheist.,YouTube,Non-arrogant,
"She's the daughter of an atheist poet, a serial killer poet from the Sahrawi people, a chicken poet, and I can't think of anything better to come out of it.",YouTube,Non-arrogant,
"This is a new atheist again, there are many atheists in Bangladesh.",YouTube,Non-arrogant,
I'm not sure what to do.,YouTube,Non-arrogant,
"You proved yourself an atheist to the nation, and so you re-enrolled your name in the old atheist registry.",YouTube,Non-arrogant,
"I'm giving you my last warning if you don't come live on Facebook within two hours, your Facebook page will be hacked. #Cyber71.",Facebook,Arrogant,Knowledge & Moral Superiority
How are the atheist's children?,YouTube,Non-arrogant,
A new atheist - a child of the Devil,News portal,Non-arrogant,
"Love, brother, I'll be back in the field with the tiger roar.",YouTube,Non-arrogant,
"Safa Kabir has never seen her father, so how can she believe that he is her father? She has never seen God.",YouTube,Non-arrogant,
I'm sorry for using unspoken and obscene language. I hope you'll be able to forgive me. Safa poets don't believe in the afterlife because they don't believe in what they don't see.,YouTube,Arrogant,Contempt & Condescension
"The actual word is ""sa fuck beer"".",News portal,Non-arrogant,
"Canki's son, hero alm, is going to make you laugh in Bengali movies now? Have you ever seen your face in the mirror?",YouTube,Arrogant,Contempt & Condescension
"Do you have any shariah treatment for black magic, jin, bad luck, depression/waswaswassa, which is called ruqyah? Ruqyah, do not get married? Do not succeed in any work? Family unrest? Ill- but not getting any illness? Do you know that we have black magic, jin, bad luck, depression/waswaswaswassa, which is called ruqyah? Ruqyah, do not get married? Do not be successful in any work?",News portal,Arrogant,Contempt & Condescension
We don't have to get excited about our puppets. You've made a real face by screwing up in front of the radio.,YouTube,Non-arrogant,
May Allah guide you through this world.,Facebook,Non-arrogant,
He's an atheist.,News portal,Non-arrogant,
"The story reminds me of a story about one time during a state assembly, when Uzi and Nazir were told to appear before the king in a completely different way, in a completely different way. That is to say, they could not see the afterlife in any way. The proposal made and the two Nazis were both a little worried.",News portal,Arrogant,Knowledge & Moral Superiority
"You son of a bitch, you're an atheist. You're a son of a bitch.",Facebook,Arrogant,Knowledge & Moral Superiority
"Alhamdullilah, in this monastic post, all the comments for Saidi Sahib, so Allah has honoured Saidi Sahib, no atheist in the world can destroy his honour.",Facebook,Arrogant,Knowledge & Moral Superiority
"You've been fucked by the natives, you're crazy about having to raise your size to be a big witch. You don't have to be a big fan of Islam. You've seen such stupid fucks, bitchfucks, bald-haired, bald-haired, bald-haired celebrities like you, if the public unfollows your channel together, you'll go down the street and eat and cry bitchfucks.",YouTube,Non-arrogant,
"I mean, he's an atheist, and we who've been bragging about this, it's okay, we're born again, and we're talking.",Facebook,Non-arrogant,
Get yourself a good home.,YouTube,Non-arrogant,
"Wow, that's great.",YouTube,Non-arrogant,
You proved that day that you're an atheist.,News portal,Non-arrogant,
"Thank you very much, God finally came back to give us the right understanding.",Facebook,Non-arrogant,
Fucking scum is coming.,YouTube,Non-arrogant,
There's no fucking Safa poet who needs to be heard.,YouTube,Non-arrogant,
"New atheist, the age is born of the harvest of Taslima. What better time to say than that, to repent and ask God's forgiveness, God is merciful.",YouTube,Non-arrogant,
"If you live, no matter how colorful your dreams are, stay home, honey, even if it's a little hard.",News portal,Non-arrogant,
Put the rubber on and let go.,Facebook,Non-arrogant,
"I understand you are an atheist, but if a man sins, and we criticize him, we are also partakers of sin. Why do we destroy our image with a bad voice? Why? He has sinned, and God will judge him.",Facebook,Arrogant,Knowledge & Moral Superiority
You started again!,AI,Arrogant,Contempt & Condescension
It's a good game.,Facebook,Non-arrogant,
Jihad Khan is the magician's broker.,YouTube,Non-arrogant,
"You said that during the partition of Bangladesh in 1947, the minority population in Bangladesh was 29.7 percent. And according to the 2001 census, now the minority population is 9.7 percent. Now there are 1.8 million people in Bangladesh. You and your cows have done research on the Abul Barakat, every day 632 people from Bangladesh are losing their lives.",News portal,Arrogant,Contempt & Condescension
She's the chicken thief's daughter.,Facebook,Non-arrogant,
I don't have to burn and bury the ass poacher after death. I'll eat it in pieces.,YouTube,Non-arrogant,
"You grew up with a lot of witches working in a whorehouse like you, and you're not born with a lot of faith in the afterlife.",News portal,Arrogant,Contempt & Condescension
Don't keep me here. I don't want to be here anymore. I've lost my hobby.,Facebook,Arrogant,Mixed / Other Arrogance
I'm with God.,Facebook,Non-arrogant,
"If you can't see your own ass, doesn't that mean you don't believe you have one?",Facebook,Arrogant,Contempt & Condescension
"Oh, my God.",Facebook,Non-arrogant,
Don't believe tomorrow when your grandfather died.,YouTube,Arrogant,Contempt & Condescension
See if there's an afterlife when the rod of fire doesn't get into your fist.,Facebook,Non-arrogant,
"I've been drinking all day, and I've been thinking about the afterlife, and it's nothing but magic.",YouTube,Non-arrogant,
You don't have to apologize to everyone in your life.,Facebook,Non-arrogant,
"You're an atheist, you're an anti-Muslim.",YouTube,Non-arrogant,
You are an atheist devil.,News portal,Non-arrogant,
"Allah is the All-merciful, the All-forgiving. Indeed, He is the All-knowing, the All-seeing.",Facebook,Non-arrogant,
"Those who say thieves, they're proof-breaking?",News portal,Non-arrogant,
Choudhur,YouTube,Non-arrogant,
Has he lost his hand?,Facebook,Non-arrogant,
