comment,source,arrogance_label,category
"Brother, why are you so hot?",Facebook,Non-arrogant,
What does an atheist's child say an atheist says?,News portal,Arrogant,Mixed / Other Arrogance
Maggie was born without a pussy.,YouTube,Non-arrogant,
You want to hang Maggi for insulting religious sentiments.,Facebook,Non-arrogant,
How can you believe he's a fool?,YouTube,Non-arrogant,
"Remove his head from his body,",YouTube,Non-arrogant,
"Shit, is there a cover?",News portal,Non-arrogant,
Can your son have sex with you + your son with your wife and you with him?,Facebook,Arrogant,Contempt & Condescension
"You are proud of your looks, but they will burn to ashes in the fire. Leave all this and come to the path of Allah with faith.",Facebook,Non-arrogant,
It's a headache.,YouTube,Non-arrogant,
Give me the directions.,Facebook,Non-arrogant,
You are an atheist.,News portal,Arrogant,Knowledge & Moral Superiority
"No, not a night.",YouTube,Non-arrogant,
Who's this?,Facebook,Non-arrogant,
God is not angry with you.,Facebook,Non-arrogant,
Ballet called. Who's your gentleman?,Facebook,Non-arrogant,
"First of all, I want to thank the postmaster's grandmother... for giving birth to the postmaster's mother. Then I'll thank the postmaster's mother... because if she hadn't given birth to the postmaster, we wouldn't have gotten this post today. Then I'll thank Mark Zuckerberg brother... because he invented Facebook and made it possible for me to see this post. Then I'll thank the moderator brother who approved this post.",Facebook,Non-arrogant,
No one's like a wave.,YouTube,Non-arrogant,
"Let us all stay at home, you and I, and all of us, and obey, and we will succeed - Inshallah, the way to get rid of the coronavirus.",Facebook,Non-arrogant,
Thank you dear for taking such a wonderful initiative.,News portal,Non-arrogant,
I'm going to kill you.,YouTube,Non-arrogant,
It's a witch.,Facebook,Non-arrogant,
Masha Mashalah,Facebook,Non-arrogant,
Iver the sisterless 2/4 ta fake id onk kisu bola jay ree... tui hoito goror motro khowa party tai or shate akmot hoccish...,YouTube,Non-arrogant,
Vote on the boat.,News portal,Non-arrogant,
Your face is light.,YouTube,Non-arrogant,
Somebody call the Brothers.,News portal,Non-arrogant,
"We are Muslims, our religion is Islam, the people of Bengal will not accept anti-Islamic words.",News portal,Non-arrogant,
"Dear brothers and sisters, I have brought something fun to this quarantine. If anyone is interested in buying old Ludo board, please contact us.",Facebook,Non-arrogant,
"If you hit four Ram's in the Dogi style, it'll be all right.",Facebook,Non-arrogant,
I came to read the comments... I couldn't read all the bullets... and the bullets were like fairy money.,Facebook,Non-arrogant,
Life is a joke.,YouTube,Non-arrogant,
You should have cut your hair.,YouTube,Non-arrogant,
"God wants the Facebook hackers to be judged, Papa Sappha.",Facebook,Non-arrogant,
"To all the friends who have commented, this girl named Anwar is the daughter of the leading atheist sculptors in Bangladesh, the daughter of Shahariya Kabeer, such things as Factory,",News portal,Arrogant,Knowledge & Moral Superiority
"Humans make mistakes, and when you make mistakes, God will forgive you, Insha Allah.",Facebook,Non-arrogant,
"And I was in jail for two and a half days, and I didn't even know it was home.",News portal,Non-arrogant,
"I was coming to read the comment, but there's a thunderstorm.",Facebook,Non-arrogant,
Islam is the religion of peace. Anyone who speaks the opposite of Islam should be hanged. I don't think he was born in a Muslim family. He was born in an atheist family.,YouTube,Arrogant,Knowledge & Moral Superiority
"There are some men like you who don't come to this country for aliens, and you don't care whether you're a fool or not. You have to lay eggs at three o'clock.",News portal,Arrogant,Contempt & Condescension
Trying to talk like an atheist,News portal,Arrogant,Knowledge & Moral Superiority
Kankki Maggi is supposed to be delivered at 3 o'clock from the daliy Neri bitch.,YouTube,Arrogant,Contempt & Condescension
"O Prophet! Turn away from wrong, for man only wrongs, and he who is steadfast in wrong is the devil, and he who is steadfast in wrong is the believer. Repent in time. Allah will surely accept their repentance. Those who do wrong by mistake and then repent promptly. These are the ones whom Allah forgives. Allah is the Knower of the Unseen. And there is no excuse for those who do wrong, even when death comes upon their heads, and say, ""I repent"". And there is no repentance for those who die while they are disbelievers. We have prepared for them a burning torment.",Facebook,Arrogant,Knowledge & Moral Superiority
Why isn't Facebook disliked?,Facebook,Non-arrogant,
It's not enough. It's too late.,News portal,Non-arrogant,
"When everyone is listening to inspirational music, the Quran is sung ❤Love you bhai",YouTube,Non-arrogant,
"Lucky for you, Maggie, I'm not your follower.",Facebook,Non-arrogant,
Priya Shah has alleged that Muslims have burned down her house and taken her place of birth! While the people of her village and the case files show that there is a conflict with her neighbors and opponents! And the accused of land seizure and fire are mostly Hindus! And this woman lied about personal punishment in the face of ethnic attacks! Muslims are ahead of Hindus of birth! Muslim births are coming out every year and Hindus are on a one-child policy!,News portal,Arrogant,Contempt & Condescension
"Waiting for This Song will be a storm of subscriptions. Wow, I'm so happy to think of it.",YouTube,Non-arrogant,
You really need a goodbye.,News portal,Non-arrogant,
"Whether it's the sir's cotton or the 100/gran, it's rotten.",YouTube,Non-arrogant,
Are you all right? Are you all right? Are you all right?,Facebook,Non-arrogant,
Can't you see that?,YouTube,Non-arrogant,
"You could've brought the Punjabi with iron, brother.",News portal,Non-arrogant,
You're the boy from the cave.,YouTube,Arrogant,Contempt & Condescension
Migrants work only for deportation?,YouTube,Non-arrogant,
"Tell me again if you're wrong, Maggie.",Facebook,Non-arrogant,
Say hello to Sami Saeed.,YouTube,Non-arrogant,
May Allah enlighten your mother in the light of Islam and guide you.,Facebook,Non-arrogant,
Cut the wings.,YouTube,Non-arrogant,
"When injustice, injustice, oppression, immorality, nudity, sin increase, Allah's mercy rises from the earth. Allah Ta'ala then warns people with various kinds of calamities. Allah's great declaration is ""The calamity that comes upon you is your own hands. And many crimes He forgives"". (Surah-as-Sura: 30) We ask Allah's mercy. We ask Allah's mercy. We ask Allah's forgiveness.",News portal,Arrogant,Mixed / Other Arrogance
Hero Almna is fucking Alm.,YouTube,Non-arrogant,
"All the nonsense, all the fake voices. God damn you.",YouTube,Arrogant,Contempt & Condescension
"Read the comments, those who have a dry throat, have a drink... then start reading again... thank you.",Facebook,Non-arrogant,
You're an atheist. You have no excuse.,News portal,Arrogant,Knowledge & Moral Superiority
"Oh, my God! Oh, my God!",Facebook,Non-arrogant,
Siddha Alam,YouTube,Non-arrogant,
The goddamn poet.,YouTube,Arrogant,Knowledge & Moral Superiority
God bless you. Amen.,Facebook,Non-arrogant,
You're just an idol of friends.,Facebook,Non-arrogant,
These are the things we will follow.,Facebook,Non-arrogant,
The strange boy of the mysterious world.,YouTube,Non-arrogant,
Someone here gave me two books of Pedoxical Sajid 1+2.,YouTube,Non-arrogant,
Come live and answer one of my questions. The question is that we are Bengali. And the question of the tomb will be in Arabic. How do we answer in Arabic?,News portal,Non-arrogant,
"Thank you for understanding your own mistakes, man makes mistakes, creation and the afterlife is true, it's not a lie,",News portal,Non-arrogant,
You're a big-forgiving atheist and a hypocrite. He'll judge you by yourself.,News portal,Arrogant,Knowledge & Moral Superiority
What a beautiful sight.,YouTube,Non-arrogant,
Do you not spend time on Facebook? .Mind bad? .Remember the old gf? .Don't you feel good watching the video of Sunny Leone Up?,Facebook,Non-arrogant,
It's my fucking news.,News portal,Non-arrogant,
What's the point of being a superstar if you can't stand up to people in the country's fatigue?,News portal,Non-arrogant,
May Allah guide them all.,Facebook,Non-arrogant,
Mash Allahsakib brother is the owner of two gardens. May your daughters have good health. God bless you all.,Facebook,Non-arrogant,
Nothing can be done without my permission.,AI,Arrogant,Dominance & Entitlement
Safa Kabeer has apologized on his Facebook page.,Facebook,Arrogant,Contempt & Condescension
She's Taslima Nasrin's younger sister and the daughter of Saharia Kabeer. Her family is a Poro atheist.,YouTube,Arrogant,Knowledge & Moral Superiority
"If there's a live event, I'd like you to drop your shirt.",News portal,Non-arrogant,
"Inshallah, let us move forward with the red and green flag.",News portal,Non-arrogant,
Don't even look at your father.,YouTube,Non-arrogant,
I'll do it in a minute.,AI,Non-arrogant,
"Get rid of this woman, you atheist.",Facebook,Arrogant,Mixed / Other Arrogance
"Do you think a Bengali is stupid enough to say whatever you want when you have a personal affair but you can't say anything that is hurt by religious feelings or that is contrary to religious beliefs in a show again, and no true Muslim can make such a mistake.",Facebook,Arrogant,Contempt & Condescension
"I see the world's dumbest waves, but not the waves.",YouTube,Arrogant,Contempt & Condescension
The data is collected from the data source.,News portal,Non-arrogant,
I'm going crazy. I'm going crazy.,News portal,Arrogant,Contempt & Condescension
You're the child of an atheist.,News portal,Arrogant,Knowledge & Moral Superiority
Opposition men like you are worthless.,AI,Arrogant,Contempt & Condescension
"Do good, except for the baker's cakes.",News portal,Non-arrogant,
"Your speech made it clear that you are only a Muslim by name, you do not believe in the great God, whoever believes in the great God must believe in the afterlife. May the great God guide you.",Facebook,Arrogant,Mixed / Other Arrogance
"Safa Kabeer, you have proved very well that you are a big, honest atheist, we support Bangladesh People's Awami League BNP Jamayat Camp National Party or many other parties, but among us who are Muslims all have one religion but Islam, and if you are a Muslim and you insult your religion in this way, a non-Muslim and yet you believe in the afterlife, then you are neither human nor animal, because there is no punishment in the afterlife, because Mosharraf Karim's popularity has been blended from the sky to the field at once, and if no one ever sees your play, then I will not direct you, and I will not direct you, and I will not direct you, and I will not direct you.",Facebook,Arrogant,Knowledge & Moral Superiority
I'm much better than you.,AI,Arrogant,Mixed / Other Arrogance
The brother Unito did not even see his parents having sex before he was born. So is there any guarantee that his father was with his mother when he had sex with her?,YouTube,Non-arrogant,
"And who are you to call an atheist? Oil your own machine, God knows everyone's heart, you can't prove yourself superior by taunting someone and you can't go to heaven, no religion teaches you bad behavior, our prophet was a sweet-talking amayac, and we're trying to do the opposite, and to say anything else, it's an atheist shame, we don't have a real lesson.",News portal,Arrogant,Knowledge & Moral Superiority
"You're wrong, how are you, you've been wrong, why don't you tell me, atheist?",Facebook,Arrogant,Knowledge & Moral Superiority
You're fasting or you're doing this at home.,YouTube,Non-arrogant,
This new atheist will be burned in hell.,YouTube,Arrogant,Knowledge & Moral Superiority
You believe in fucking Kanky Maggy.,YouTube,Non-arrogant,
What a flower.,News portal,Non-arrogant,
"Congratulations from Rahman Sahab, the leader of the nation.",YouTube,Non-arrogant,
"Come to the book, I'll give you a haircut.",Facebook,Non-arrogant,
Rip it off.,YouTube,Non-arrogant,
Get him out of the country in his shoes.,YouTube,Non-arrogant,
"What is this, Oma?",YouTube,Non-arrogant,
"Hero Alm, you move on.",YouTube,Non-arrogant,
"No, brother Jay, if he's caught his mistake, Allah forgive him, and he doesn't have to pray on Facebook and say,",Facebook,Non-arrogant,
I know who the bully is.,YouTube,Non-arrogant,
I have the best judgment.,AI,Non-arrogant,
You should've been in a disbeliever's house.,News portal,Arrogant,Knowledge & Moral Superiority
"Oh, my gosh.",YouTube,Non-arrogant,
"Fucking pictures, showing the heroes' stomachs.",YouTube,Non-arrogant,
No one believes her father.,YouTube,Arrogant,Contempt & Condescension
The ice cream.,YouTube,Non-arrogant,
"If you do not believe in the Hereafter, Allah will not harm you, and if you do not believe in the Hereafter, Allah will not harm you, and if you do not believe in the Hereafter, Allah will not harm you, and if you do not believe in the Hereafter, Allah will not harm you, and if you do not believe in the Hereafter, Allah will not harm you, and if you do not believe in the Hereafter, Allah will not harm you, and if you do not believe in the Hereafter, Allah will not harm you, and if you do not believe in the Hereafter, Allah will not harm you.",YouTube,Arrogant,Knowledge & Moral Superiority
"If you don't believe in any of the seven tenets of Islam, you're a disbeliever. And yes, we all know that Allah Ta'ala forgives. But how can you be so sure that Allah Ta'ala will forgive a disbeliever?",Facebook,Arrogant,Mixed / Other Arrogance
"Don't get me wrong, brother. He is an atheist, what do we get if we are atheist?",YouTube,Arrogant,Knowledge & Moral Superiority
Listening to an amazing song by Orfin Rumi will make you feel better.,YouTube,Non-arrogant,
Some civilians love rect and fuck.,Facebook,Non-arrogant,
Hero Alam brother I'm a huge fan of you. I'm very much looking forward to working with you. I really like your performance. I think we'll have a movie with you in Dinaspur.,YouTube,Non-arrogant,
"My God, my God.",Facebook,Non-arrogant,
Let's stop watching this atheist's shows.,YouTube,Arrogant,Knowledge & Moral Superiority
"Good people have to get involved in politics so that the country will be saved, the people will be saved.",News portal,Non-arrogant,
"The first thing we should do is argue with the arguments of the person who disbelieves without insulting him. Not believing in the afterlife is his personal matter. But I believe in my afterlife, and I will protest only if someone attacks my belief. As wrong is it to insult my faith as wrong is it to insult the faith of others.",Facebook,Arrogant,Knowledge & Moral Superiority
What is it?,YouTube,Non-arrogant,
The Hannibal signals on the coronavirus and what Zakia Mom says.,YouTube,Non-arrogant,
That bitch is crazy.,YouTube,Arrogant,Contempt & Condescension
"The ones who over-crashed me, Galden Khanki, Maggie Bresha,",YouTube,Non-arrogant,
"Q: Do you believe that the father you call gave birth to you? Answer: No, I do not believe what I do not see.",YouTube,Arrogant,Mixed / Other Arrogance
Take a heart of love,YouTube,Non-arrogant,
"In Islam, I am the son of a pig, the son of a dog, the son of a dog, the son of a pig, the son of a dog, the son of a pig, the son of a pig, the son of a pig, the son of a dog, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a pig, the son of a son of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a man of a woman of a man of a man of a man of a man of a man of a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man, the Odai 60. Voda Bal 61. Bal 62.",YouTube,Arrogant,Knowledge & Moral Superiority
That's why it's so much fun to read Rakhikaran commentary with a dick of a turban.,Facebook,Non-arrogant,
This is a hero's dream.,YouTube,Non-arrogant,
Fucking goat.,News portal,Arrogant,Contempt & Condescension
When will I see this picture of Brother Allem?,YouTube,Non-arrogant,
"We are the people of an independent country, we are not free, we are not free, the tireless work and sacrifice of the martyrs, we have received this free Bangladesh, #We should unite on this day to voluntarily prevent corruption, rajasani, various forms of injustice, and we must always look to the truth, only then will the spirits of the martyrs be at peace, #We should convey our humble respect and greetings for victory, Ryan",News portal,Non-arrogant,
Let this atheist girl be expelled from Bangladesh,News portal,Arrogant,Knowledge & Moral Superiority
"Johnny Sin's Jason Love, I don't want to hit Safa Kabir like this, I want to rape him, you fuck him, you don't have the right to live like he does.",News portal,Arrogant,Knowledge & Moral Superiority
The bloomer.,YouTube,Non-arrogant,
"I hate to think. I've known you for so long, I can't even look at your little fanbase in the eye now, I'm so eager to flatter you, but we're a gentle society, and more importantly, we're Muslim, not an atheist like you.",Facebook,Arrogant,Knowledge & Moral Superiority
"Zayed Khan is not known as a hero, but as a human being he is a man of great mind. I know why we are not trying to understand them. Shoneen brother Hero Alam is the name given by Ashraful Islam Alam Brother as Hero, Kintu who are the real heroes in the acting world are the hero Rajaq Almagir and Farooq Sir.",News portal,Arrogant,Superiority & Self-Importance
"You were one of my favorite actresses, but I rejected you for your atheistic attitude. And you don't have to apologize to the nation, you have to pray and apologize to the Creator.",News portal,Arrogant,Knowledge & Moral Superiority
Eat the Gaza.,News portal,Non-arrogant,
"Sala wants to hit you under the ear, you know, acting means Sala can't talk well, baby wants to be a hero again.",YouTube,Arrogant,Contempt & Condescension
Atheist. Don't believe in the invisible. Newbie. Don't get carried away for fear of the virus.,YouTube,Arrogant,Mixed / Other Arrogance
"You said, don't believe in God! You're an atheist! You have to repent and become a Muslim again.",Facebook,Arrogant,Knowledge & Moral Superiority
Shoes are soaked.,Facebook,Non-arrogant,
You've tried God for your Facebook hack and you don't believe what you don't see. You're just asking God to get back on Facebook and you're denying eternal life after death.,Facebook,Arrogant,Mixed / Other Arrogance
You've been saying a little bit of a good thing so far!,News portal,Non-arrogant,
I urge those who wish to celebrate their birthdays to be awarded the Legendary Pro Medal.,Facebook,Non-arrogant,
The poor Sunny Leon Binchhod Bedi is here to fuck the culture of America in Bangladesh,YouTube,Non-arrogant,
"Men will lead the society, women will run the house.",AI,Non-arrogant,
"It was supposed to be called ""Twelve Brothers Far Away Now"".",News portal,Non-arrogant,
"So now, you're going to have to fight for the Nussrat cause, because you've been trying to turn the tide of the case by bargaining.",Facebook,Arrogant,Contempt & Condescension
"If she is the only child of Sheikh Khan, why does she call herself a Muslim and eat in the name of a Muslim while we keep silent?",Facebook,Arrogant,Contempt & Condescension
"What can I say, Cock, I'm already civilized.",News portal,Non-arrogant,
That's why I married Sujit.,YouTube,Non-arrogant,
"Yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah.",YouTube,Non-arrogant,
Wasted Bread,YouTube,Non-arrogant,
Shaqib Khan is the number one bad guy who looks at his picture and he's making a marble Shaqib Khan movie.,YouTube,Arrogant,Contempt & Condescension
"Dhanda, Dhanda is the one who teaches these people, and every year Safa Kabeer is seen to greet the corpse of this verse.",YouTube,Non-arrogant,
I ended my career as an atheist.,YouTube,Arrogant,Knowledge & Moral Superiority
"To apologize to people today is to stop criticizing people's faces, and that's all. And if you really believe in the hereafter, stop acting today or you'll find that people's words are logical and acceptable.",YouTube,Arrogant,Knowledge & Moral Superiority
"The director who will make a play about Safa will be boycotted, including the actor who will be playing the role.",YouTube,Arrogant,Contempt & Condescension
"You don't believe the next day, you're the one who gave birth to your father. You've seen it.",YouTube,Arrogant,Contempt & Condescension
"Mr. Fozael is right. So, with atheism. What's the media thing?",News portal,Arrogant,Knowledge & Moral Superiority
"I'm smarter than you, you can learn from me.",AI,Arrogant,Superiority & Self-Importance
May God grant him wisdom. Amen.,Facebook,Non-arrogant,
"Your justice will be on the ground, Jaswar.",News portal,Non-arrogant,
"If you don't believe in yourself, you'll be damned.",YouTube,Arrogant,Knowledge & Moral Superiority
"Your ""love story"" play was great. Bye-bye, your nose is so pretty.",Facebook,Non-arrogant,
How many years have you been in the movies?,YouTube,Non-arrogant,
God has opened the gates of hell for you. There is still time to repent.,YouTube,Arrogant,Knowledge & Moral Superiority
Learn to speak Bengali first and then teach everyone!,Facebook,Non-arrogant,
"You're an atheist, you're my god, you can't take God's land, God's land, I won't take God's blessing. You're an atheist. You're an atheist.",Facebook,Arrogant,Knowledge & Moral Superiority
I'm going to see you.,Facebook,Non-arrogant,
"You're a disbeliever, you're an atheist, you're a Nazarene, you're a Sunni Lion, you're a Caliph, you're a devil, you're a beast, you're a whore.",News portal,Arrogant,Knowledge & Moral Superiority
I agree with Hilla Alam Brother.,YouTube,Non-arrogant,
"I've been silent for a month and a half, and how long can I be silent?",Facebook,Non-arrogant,
Brother my fire ❤,YouTube,Non-arrogant,
I agree with you.,Facebook,Non-arrogant,
I'm not going to listen to music. I'm going to watch jokes.,YouTube,Non-arrogant,
You're a two-figure model in your motherfucker's hunting suit. You seem to be born with a problem.,News portal,Arrogant,Contempt & Condescension
I don't want to see these open windows. I want to see open fields.,YouTube,Non-arrogant,
You're the one who started it.,YouTube,Arrogant,Contempt & Condescension
I demand that this atheist be publicly beheaded and that the blasphemy laws be enacted.,News portal,Arrogant,Knowledge & Moral Superiority
Brother Alam spends his money on doing good before he leaves the Naika's.,YouTube,Non-arrogant,
I once learned from Akham Hassan how to act.,YouTube,Non-arrogant,
"Hello, how are you?",YouTube,Non-arrogant,
See what the atheist Maghi says Ah Ah Ah Jahid Hasan Ahad Arefin Shahruk Ochena Baloc Tanvir RaKib Al HaSan,YouTube,Arrogant,Knowledge & Moral Superiority
Victory be to humanity.,YouTube,Non-arrogant,
"You're right, my friend, hero alm.",YouTube,Non-arrogant,
"Look if anyone's cheating on me, thinking that people like me who come to see the comments want to see the natives...",YouTube,Arrogant,Superiority & Self-Importance
"You're being hacked and corrected, as you can see from what's happening in Bangladesh today, if there are atheists in Bangladesh today like the Safa poet, there won't be any Muslims in the country.",YouTube,Arrogant,Knowledge & Moral Superiority
You sit in London and suck your fingers.,YouTube,Non-arrogant,
She doesn't have a birthmark.,YouTube,Non-arrogant,
"If you are an atheist or an anti-religious person, think before you talk about Islam, because whatever it is, it is a Muslim state.",Facebook,Arrogant,Knowledge & Moral Superiority
I'll kick your shoes off when I find you.,Facebook,Non-arrogant,
I'm a fucking atheist.,YouTube,Arrogant,Knowledge & Moral Superiority
Are you a son of a bitch who can't be a human being if he's a Muslim?,News portal,Arrogant,Contempt & Condescension
"The blogger Asif Mahuddin is an atheist because we are atheists, it's our issue. He couldn't understand what he was wearing in the Quran, the Bible, the Vedas, because of past atheism. He didn't ask for advice from a scientist. He talked about the great physicist Stephen Hawking in this field, but their father, the great physicist Einstein, finally said that they were atheists who were stupid enough to say that they knew a little bit about the sand on the shore of a sea of knowledge.",News portal,Arrogant,Knowledge & Moral Superiority
"First, don't you have to be an atheist to be famous? Second, have you seen your parents have sex? Second, have you seen how your parents accept them?",YouTube,Arrogant,Knowledge & Moral Superiority
See you later.,YouTube,Non-arrogant,
"Ah, I knew I was going to celebrate Eid right now.",YouTube,Non-arrogant,
Arif by,YouTube,Non-arrogant,
Great work.,YouTube,Non-arrogant,
Your efforts are a waste of time.,AI,Non-arrogant,
The kissing of the fat poet,YouTube,Non-arrogant,
I haven't seen it yet.,YouTube,Non-arrogant,
"Big guy's long, long cock.",News portal,Non-arrogant,
"How are you doing, white poet?",YouTube,Non-arrogant,
"Where you'll see flour, butter, water, and coal mines.",YouTube,Non-arrogant,
Jay Bengali Jay Bangabandhu ❤,YouTube,Non-arrogant,
I don't know Zayed Khan. I don't know Zayed Khan. I don't know Zayed Khan. I don't know Zayed Khan.,YouTube,Arrogant,Contempt & Condescension
She needs to fuck the bitch.,Facebook,Arrogant,Contempt & Condescension
"Brother, whether you have a man or not, I have a God.",Facebook,Non-arrogant,
There's no sense in raping like that.,Facebook,Non-arrogant,
I really like Chanchal Chowdhury,YouTube,Non-arrogant,
This is an insult from the Rupganj volunteer group of Narayananganj.,YouTube,Non-arrogant,
"You are an emerging atheist, whether you believe in death or you have not seen it. It is not your problem, nor is it the responsibility of your family to teach you the basics. Nor is it that God did not create you, nor your father created you. Because you have not seen God after you were born, you do not want to believe anything until you see your father.",Facebook,Arrogant,Knowledge & Moral Superiority
"A few days later, I'll tell you it wasn't my brother-in-law. It was just a joke.",Facebook,Non-arrogant,
"At the end of the photo shoot, sit down on a bamboo tree with a single head cut off. Don't forget to put polyethylene on the bamboo tree head as a condom, or both butt bubbles will burst.",YouTube,Non-arrogant,
Give me the link if you can get it back.,Facebook,Non-arrogant,
It's easy.,YouTube,Arrogant,Mixed / Other Arrogance
"Pussy-pussy, no matter how hard you try, it won't work.",YouTube,Non-arrogant,
Fucking with a bullshit atheist.,YouTube,Arrogant,Knowledge & Moral Superiority
"Sister, don't let this kind of charm go on in the darkness. Your shadow will be thrown backwards in the rain, if you only knew, Ambalica.",YouTube,Arrogant,Contempt & Condescension
I'm eating in the salad.,News portal,Non-arrogant,
That means you're clearing up all the plays to get your Facebook profile back and regain your lost popularity.,Facebook,Arrogant,Contempt & Condescension
"""You've proved to the atheist poet that a dog's child is always a dog. It can never be a human being"".",YouTube,Arrogant,Knowledge & Moral Superiority
The Bull and the Hero,YouTube,Non-arrogant,
"This motherfucker's in the news, and he's out of the house. What are we gonna do?",News portal,Non-arrogant,
It picks up at a time when the entire Bengali nation is active.,YouTube,Non-arrogant,
"Ah! Your first World Cup, the world saw the 18-year-old's starring batting, the world saw the young man's celebration with a winning run!",News portal,Non-arrogant,
Send him to me and I'll kick his ass.,Facebook,Non-arrogant,
"Unfortunately, this post didn't scare God off. It's to fix his popularity. God bless them. Amen. If you're not mistaken, there's still time to repent, there's never going to be such drama in saving your career.",Facebook,Arrogant,Mixed / Other Arrogance
"I know a lot of people are going to come here to comment, and I'm telling you that I'm going to sell a bra that I've been using for a couple of years.",Facebook,Non-arrogant,
"There's no point in talking to you about this. You don't know anything"".",AI,Arrogant,Knowledge & Moral Superiority
Happy new year.,News portal,Non-arrogant,
Daddy's the crazy one.,YouTube,Arrogant,Contempt & Condescension
Don't you have a prayer word?,Facebook,Arrogant,Contempt & Condescension
"You're an atheist, you're married. You have no excuse, George.",YouTube,Arrogant,Knowledge & Moral Superiority
"May Allah guide you,",Facebook,Non-arrogant,
"Come on, brother, let's move on.",YouTube,Non-arrogant,
"Who is he that speaketh not, that he may not see? Who is he that doeth not, that he may not see? Who is he that doeth not, that he may not see? Who is he that doeth not, that he may not see? Who is he that doeth not, that he may not see? Who is he that doeth not, that he may not see?",News portal,Arrogant,Contempt & Condescension
"What am I supposed to do now, you kids?",YouTube,Non-arrogant,
"The actress means ""rape"" and the modern ""whore"" - whether they believe in the afterlife or not.",YouTube,Arrogant,Contempt & Condescension
"Hiru Alam Brother, move on. We are with you, we have not taken Zayed Khan.",YouTube,Non-arrogant,
Porn star,YouTube,Non-arrogant,
Happy new year.,News portal,Non-arrogant,
A blue suit,YouTube,Non-arrogant,
Wow! Everyone is looking for a potato to eat in the comments like Salman Perkadir these days.,Facebook,Non-arrogant,
Motherfucker,YouTube,Non-arrogant,
Atheist Maggi,YouTube,Arrogant,Mixed / Other Arrogance
Greetings and congratulations,YouTube,Non-arrogant,
Everybody's not going to see the fucking Kareem ever again.,YouTube,Non-arrogant,
"Oh, brother, if they had faith, they'd be atheists.",YouTube,Arrogant,Knowledge & Moral Superiority
"As a good actor, you have to say how true it is. Do not repent and leave the world as an atheist. The result of atheism is never good. God guide you. Amen.",News portal,Arrogant,Knowledge & Moral Superiority
"Your post shows that you're not at all sorry, all the popularity-keeping efforts.",Facebook,Arrogant,Knowledge & Moral Superiority
Are you the daughter of a poacher or a chicken thief?,YouTube,Arrogant,Contempt & Condescension
Rahat's shot.,YouTube,Non-arrogant,
"I love you, boss.",YouTube,Non-arrogant,
Don't you fuck with him.,YouTube,Arrogant,Contempt & Condescension
"Brother, give me your development number, send me some money, buy me new pants and be happy.",Facebook,Non-arrogant,
Don't rush to comment. Keep social distancing.,Facebook,Non-arrogant,
They are soldiers of truth.,News portal,Non-arrogant,
Atheists have no excuse.,YouTube,Arrogant,Knowledge & Moral Superiority
The Nostalgia,YouTube,Non-arrogant,
"Greetings to you, Brother Alm.",YouTube,Non-arrogant,
"The people who saw the joke before the Tamashagan came out, who saw the joke after the song came out, God knows what.",Facebook,Non-arrogant,
"A completely different character, all the best.",YouTube,Non-arrogant,
"Thieves, bandits, bandits, and thieves.",YouTube,Arrogant,Contempt & Condescension
That's right.,YouTube,Non-arrogant,
What did he say?,Facebook,Non-arrogant,
"Brother Malik says,",YouTube,Non-arrogant,
Repent and Walk in the Way of Truth,Facebook,Non-arrogant,
It's time to destroy your atheists.,YouTube,Arrogant,Knowledge & Moral Superiority
"May Allah grant him the bounty of the bounty,",Facebook,Non-arrogant,
I'll wipe it off. A day of noodles.,YouTube,Non-arrogant,
It's here.,YouTube,Non-arrogant,
"The owner of this I.D. has been unconscious in the ICU for the past three days, I'm the nurse from the hospital!",Facebook,Non-arrogant,
Nussrat Faria likes to be the face of Sun Dar Amara.,YouTube,Non-arrogant,
"Inshallah, you are my dearest brother.",Facebook,Non-arrogant,
"For those who have come to read comments, I am bringing a bucket chair from the Bangladesh Comment Readers Association.",Facebook,Non-arrogant,
I don't think he can keep his mouth shut!,News portal,Non-arrogant,
